From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101265151,Solyc08g042140.3,Solanum lycopersicum,uncharacterized LOC101265151(LOC101265151),,,,,,,,,Solyc02g024070.3,Solyc02g024070.3.1,,,,
101265150,Solyc08g022030.3,Solanum lycopersicum,putative leucine-rich repeat-containing protein DDB_G0290503(LOC101265150),,,,,,,,,Solyc02g085950.3,Solyc02g085950.3.1,,,,
101256655,Solyc12g010800.2,Solanum lycopersicum,basic leucine zipper 34-like(LOC101256655),,,,,,,,,Solyc02g078490.3,Solyc02g078490.3.1,,,,
101258832,Solyc12g036650.2,Solanum lycopersicum,uncharacterized LOC101258832(LOC101258832),,,,,,,,,Solyc11g065320.2,Solyc11g065320.2.1,,,,
101247707,Solyc03g120290.3,Solanum lycopersicum,thionin-like protein 2(LOC101247707),,,,,,,,,Solyc05g013570.3,Solyc05g013570.3.1,,,,
101247705,Solyc12g087840.1,Solanum lycopersicum,RING-H2 finger protein ATL54(LOC101247705),,,,,,,,,Solyc06g072465.1,Solyc06g072465.1.1,,,,
101254471,Solyc03g111690.3,Solanum lycopersicum,pectate lyase(PL),,,,,,,,,Solyc03g121520.3,Solyc03g121520.3.1,,,,
101245520,Solyc02g064720.3,Solanum lycopersicum,phototropic-responsive NPH3 family protein(LOC101245520),,,,,,,,,Solyc09g065780.3,Solyc09g065780.3.1,,,,
101244674,Solyc06g069030.3,Solanum lycopersicum,uncharacterized LOC101244674(LOC101244674),,,,,,,,,Solyc02g070770.3,Solyc02g070770.3.1,,,,
101268665,Solyc12g099190.1,Solanum lycopersicum,vacuolar invertase inhibitor(VIF),,,,,,,,,Solyc03g114450.3,Solyc03g114450.3.1,,,,
101256207,Solyc08g081160.3,Solanum lycopersicum,TONNEAU1 recruiting motif 13/14/15/33b(TRM13/14/15/33b),,,,,,,,,Solyc04g010190.1,Solyc04g010190.1.1,,,,
101259710,Solyc12g006320.2,Solanum lycopersicum,"DEAD-box ATP-dependent RNA helicase 53, mitochondrial(LOC101259710)",,,,,,,,,Solyc04g071470.3,Solyc04g071470.3.1,,,,
101262091,Solyc12g056510.2,Solanum lycopersicum,trihelix transcription factor GT-2-like(LOC101262091),,,,,,,,,Solyc06g008960.3,Solyc06g008960.3.1,,,,
101257530,Solyc02g061780.3,Solanum lycopersicum,NAC domain-containing protein 22-like(LOC101257530),,,,,,,,,Solyc01g103580.3,Solyc01g103580.3.1,,,,
101254024,Solyc01g028870.3,Solanum lycopersicum,uncharacterized LOC101254024(LOC101254024),,,,,,,,,Solyc10g006970.3,Solyc10g006970.3.1,,,,
101254025,Solyc09g005270.3,Solanum lycopersicum,"uncharacterized CRM domain-containing protein At3g25440, chloroplastic(LOC101254025)",,,,,,,,,Solyc12g099190.1,Solyc12g099190.1.1,,,,
101265126,Solyc04g076800.3,Solanum lycopersicum,putative pentatricopeptide repeat-containing protein At5g52630(LOC101265126),,,,,,,,,Solyc01g067530.3,Solyc01g067530.3.1,,,,
101268638,Solyc11g011540.2,Solanum lycopersicum,F-box/FBD/LRR-repeat protein At1g13570-like(LOC101268638),,,,,,,,,Solyc09g072990.3,Solyc09g072990.3.1,,,,
101253170,Solyc03g121120.3,Solanum lycopersicum,DNA repair protein RadA(LOC101253170),,,,,,,,,Solyc01g110550.3,Solyc01g110550.3.1,,,,
101256680,Solyc06g053910.3,Solanum lycopersicum,uncharacterized LOC101256680(LOC101256680),,,,,,,,,Solyc12g044270.2,Solyc12g044270.2.1,,,,
101264273,Solyc10g086730.2,Solanum lycopersicum,"fructose-1,6-bisphosphatase, chloroplastic(LOC101264273)",,,,,,,,,Solyc03g118510.3,Solyc03g118510.3.1,,,,
101246400,Solyc02g064690.3,Solanum lycopersicum,probable N-acetyltransferase HLS1(LOC101246400),,,,,,,,,Solyc05g009990.3,Solyc05g009990.3.1,,,,
101267302,Solyc03g118240.3,Solanum lycopersicum,"magnesium protoporphyrin IX methyltransferase, chloroplastic(LOC101267302)",,,,,,,,,Solyc06g050900.3,Solyc06g050900.3.1,,,,
101246405,Solyc12g014480.2,Solanum lycopersicum,uncharacterized LOC101246405(LOC101246405),,,,,,,,,Solyc07g008010.3,Solyc07g008010.3.1,,,,
101245558,Solyc07g018360.3,Solanum lycopersicum,uncharacterized LOC101245558(LOC101245558),,,,,,,,,Solyc08g065970.3,Solyc08g065970.3.1,,,,
101253163,Solyc03g058160.3,Solanum lycopersicum,zinc finger protein 8(LOC101253163),,,,,,,,,Solyc11g069420.1,Solyc11g069420.1.1,,,,
101257522,Solyc02g092570.1,Solanum lycopersicum,GRAS transcription factor GRAS26(GRAS26),,,,,,,,,Solyc12g005240.1,Solyc12g005240.1.1,,,,
101257524,Solyc11g012360.2,Solanum lycopersicum,tonoplast dicarboxylate transporter-like(LOC101257524),,,,,,,,,Solyc12g055850.2,Solyc12g055850.2.1,,,,
101258857,Solyc05g007120.3,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At1g14390(LOC101258857),,,,,,,,,Solyc01g110920.3,Solyc01g110920.3.1,,,,
101253160,Solyc12g007210.2,Solanum lycopersicum,rac-like GTP-binding protein ARAC7(LOC101253160),,,,,,,,,Solyc01g007810.1,Solyc01g007810.1.1,,,,
101256671,Solyc04g051780.3,Solanum lycopersicum,probable 20S rRNA accumulation protein 4(LOC101256671),,,,,,,,,Solyc02g091180.1,Solyc02g091180.1.1,,,,
101267310,Solyc05g012230.3,Solanum lycopersicum,uncharacterized LOC101267310(LOC101267310),,,,,,,,,Solyc01g005590.2,Solyc01g005590.2.1,,,,
101267311,Solyc05g013510.3,Solanum lycopersicum,"inorganic phosphate transporter 2-1, chloroplastic(LOC101267311)",,,,,,,,,Solyc02g086260.1,Solyc02g086260.1.1,,,,
101257958,Solyc04g081260.3,Solanum lycopersicum,filament-like plant protein 4(LOC101257958),,,,,,,,,Solyc02g083660.1,Solyc02g083660.1.1,,,,
101253117,Solyc01g028810.3,Solanum lycopersicum,"ruBisCO large subunit-binding protein subunit beta, chloroplastic(LOC101253117)",,,,,,,,,Solyc02g071880.3,Solyc02g071880.3.1,,,,
101250087,Solyc03g031420.1,Solanum lycopersicum,molybdenum cofactor sulfurase-like(LOC101250087),,,,,,,,,Solyc02g065570.1,Solyc02g065570.1.1,,,,
101256629,Solyc01g105030.3,Solanum lycopersicum,"Chlorophyll a-b binding protein CP24 10A, chloroplastic(CAB-10A)",,,,,,,,,Solyc03g007720.3,Solyc03g007720.3.1,,,,
101255775,Solyc03g083360.3,Solanum lycopersicum,pectin methylesterase(LOC101255775),,,,,,,,,Solyc03g006600.1,Solyc03g006600.1.1,,,,
101244648,Solyc03g097950.3,Solanum lycopersicum,"50S ribosomal protein L29, chloroplastic-like(LOC101244648)",,,,,,,,,Solyc03g120790.1,Solyc03g120790.1.1,,,,
101268616,Solyc01g103580.3,Solanum lycopersicum,protein DMP3(LOC101268616),,,,,,,,,Solyc03g114310.3,Solyc03g114310.3.1,,,,
101268617,Solyc10g006970.3,Solanum lycopersicum,thioredoxin 1(LOC101268617),,,,,,,,,Solyc05g008100.1,Solyc05g008100.1.1,,,,
101264255,Solyc01g097460.3,Solanum lycopersicum,"probable ribose-5-phosphate isomerase 3, chloroplastic(LOC101264255)",,,,,,,,,Solyc06g074800.1,Solyc06g074800.1.1,,,,
101265586,Solyc09g091960.3,Solanum lycopersicum,high mobility group B protein 15(LOC101265586),,,,,,,,,Solyc07g056360.1,Solyc07g056360.1.1,,,,
101246821,Solyc04g072780.3,Solanum lycopersicum,uncharacterized LOC101246821(LOC101246821),,,,,,,,,Solyc07g065110.1,Solyc07g065110.1.1,,,,
101244642,Solyc12g014395.1,Solanum lycopersicum,"50S ribosomal protein L13, chloroplastic(LOC101244642)",,,,,,,,,Solyc08g014370.1,Solyc08g014370.1.1,,,,
101266437,Solyc08g061560.3,Solanum lycopersicum,ERECTA-family receptor kinase(LOC101266437),,,,,,,,,Solyc09g007470.1,Solyc09g007470.1.1,,,,
101250079,Solyc02g081770.1,Solanum lycopersicum,acetyl-CoA-benzylalcohol acetyltransferase-like(LOC101250079),,,,,,,,,Solyc09g075590.1,Solyc09g075590.1.1,,,,
101254439,Solyc02g091560.3,Solanum lycopersicum,"serine hydroxymethyltransferase, mitochondrial(LOC101254439)",,,,,,,,,Solyc01g095530.2,Solyc01g095530.2.1,,,,
101249087,Solyc06g007510.3,Solanum lycopersicum,ubiquitin-conjugating enzyme E2-17 kDa(LOC101249087),,,,,,,,,Solyc09g097970.3,Solyc09g097970.3.1,,,,
101249087,Solyc06g082600.3,Solanum lycopersicum,ubiquitin-conjugating enzyme E2-17 kDa(LOC101249087),,,,,,,,,Solyc10g009230.1,Solyc10g009230.1.1,,,,
101250073,Solyc02g078210.3,Solanum lycopersicum,probable ubiquitin-conjugating enzyme E2 24(LOC101250073),,,,,,,,,Solyc10g006870.1,Solyc10g006870.1.1,,,,
101249084,Solyc05g050500.1,Solanum lycopersicum,"ATP synthase subunit delta, chloroplastic(LOC101249084)",,,,,,,,,Solyc10g006370.3,Solyc10g006370.3.1,,,,
101252259,Solyc03g095490.3,Solanum lycopersicum,probable inactive receptor kinase At5g58300(LOC101252259),,,,,,,,,Solyc10g005470.3,Solyc10g005470.3.1,,,,
101256613,Solyc08g079790.1,Solanum lycopersicum,probable sugar phosphate/phosphate translocator At1g12500(LOC101256613),,,,,,,,,Solyc11g073230.1,Solyc11g073230.1.1,,,,
101244639,Solyc11g068820.2,Solanum lycopersicum,50S ribosomal protein L27(LOC101244639),,,,,,,,,Solyc01g095520.3,Solyc01g095520.3.1,,,,
101266440,Solyc01g009770.3,Solanum lycopersicum,uncharacterized LOC101266440(LOC101266440),,,,,,,,,Solyc05g009100.3,Solyc05g009100.3.1,,,,
101243783,Solyc05g005010.3,Solanum lycopersicum,uncharacterized LOC101243783(LOC101243783),,,,,,,,,Solyc08g066430.1,Solyc08g066430.1.1,,,,
101267772,Solyc11g072170.2,Solanum lycopersicum,tyrosine-specific transport protein(LOC101267772),,,,,,,,,Solyc03g119910.3,Solyc03g119910.3.1,,,,
101244634,Solyc02g088390.3,Solanum lycopersicum,lamin-like protein(LOC101244634),,,,,,,,,Solyc04g008210.2,Solyc04g008210.2.1,,,,
101267776,Solyc03g026120.3,Solanum lycopersicum,probable methyltransferase PMT16(LOC101267776),,,,,,,,,Solyc06g053830.3,Solyc06g053830.3.1,,,,
101268624,Solyc01g095580.3,Solanum lycopersicum,jasmonic acid-amido synthetase JAR1-like(GH3-1),,,,,,,,,Solyc06g008590.3,Solyc06g008590.3.1,,,,
101243784,Solyc05g026570.3,Solanum lycopersicum,uncharacterized LOC101243784(LOC101243784),,,,,,,,,Solyc12g005950.2,Solyc12g005950.2.1,,,,
101257978,Solyc07g007350.1,Solanum lycopersicum,uncharacterized LOC101257978(LOC101257978),,,,,,,,,Solyc03g006880.3,Solyc03g006880.3.1,,,,
101252283,Solyc05g012680.3,Solanum lycopersicum,uncharacterized protein At5g01610(LOC101252283),,,,,,,,,Solyc09g010860.3,Solyc09g010860.3.1,,,,
101254467,Solyc03g115100.3,Solanum lycopersicum,uncharacterized LOC101254467(LOC101254467),,,,,,,,,Solyc02g088100.3,Solyc02g088100.3.1,,,,
101253137,Solyc01g106010.3,Solanum lycopersicum,"fructose-1,6-bisphosphatase class 1(LOC101253137)",,,,,,,,,Solyc06g049050.3,Solyc06g049050.3.1,,,,
101255314,Solyc08g005980.3,Solanum lycopersicum,uncharacterized LOC101255314(LOC101255314),,,,,,,,,Solyc02g082760.3,Solyc02g082760.3.1,,,,
101266413,Solyc04g081590.3,Solanum lycopersicum,receptor protein kinase CLAVATA1(CLV1),,,,,,,,,Solyc03g045070.1,Solyc03g045070.1.1,,,,
101263386,Solyc03g093330.3,Solanum lycopersicum,leucine-rich repeat receptor-like protein kinase TDR(LOC101263386),,,,,,,,,Solyc09g010840.1,Solyc09g010840.1.1,,,,
101263383,Solyc03g062720.3,Solanum lycopersicum,"photosynthetic NDH subunit of subcomplex B 2, chloroplastic(LOC101263383)",,,,,,,,,Solyc07g009380.3,Solyc07g009380.3.1,,,,
101244661,Solyc04g081850.3,Solanum lycopersicum,protein Simiate(LOC101244661),,,,,,,,,Solyc09g092520.3,Solyc09g092520.3.1,,,,
101244667,Solyc05g056370.3,Solanum lycopersicum,leucine-rich repeat protein kinase family protein(LOC101244667),,,,,,,,,Solyc01g094690.3,Solyc01g094690.3.1,,,,
101245512,Solyc02g093060.3,Solanum lycopersicum,tRNA-dihydrouridine synthase 1-like protein(LOC101245512),,,,,,,,,Solyc01g096475.1,Solyc01g096475.1.1,,,,
101267745,Solyc01g107180.3,Solanum lycopersicum,BTB/POZ domain-containing protein NPY2(LOC101267745),,,,,,,,,Solyc03g115650.3,Solyc03g115650.3.1,,,,
101257969,Solyc06g005710.3,Solanum lycopersicum,"protein PLASTID TRANSCRIPTIONALLY ACTIVE 16, chloroplastic(LOC101257969)",,,,,,,,,Solyc05g054220.3,Solyc05g054220.3.1,,,,
101253128,Solyc01g089880.3,Solanum lycopersicum,uncharacterized LOC101253128(LOC101253128),,,,,,,,,Solyc03g114340.3,Solyc03g114340.3.1,,,,
101255305,Solyc06g075660.3,Solanum lycopersicum,transcription factor MYB48-like(LOC101255305),,,,,,,,,Solyc12g098350.1,Solyc12g098350.1.1,,,,
101250097,Solyc03g098060.2,Solanum lycopersicum,zinc-finger homeodomain protein 9-like(LOC101250097),,,,,,,,,Solyc12g057040.2,Solyc12g057040.2.1,,,,
101252274,Solyc04g015280.3,Solanum lycopersicum,E3 ubiquitin-protein ligase WAV3-like(LOC101252274),,,,,,,,,Solyc04g050930.3,Solyc04g050930.3.1,,,,
544239,Solyc10g086220.2,Solanum lycopersicum,12-oxophytodienoate reductase 1(OPR1),,,,,,,,,Solyc04g054320.3,Solyc04g054320.3.1,,,,
101250094,Solyc03g083570.3,Solanum lycopersicum,"protein LOW PSII ACCUMULATION 2, chloroplastic(LOC101250094)",,,,,,,,,Solyc09g059970.3,Solyc09g059970.3.1,,,,
101257962,Solyc05g016330.3,Solanum lycopersicum,"cytochrome P450 97B2, chloroplastic(LOC101257962)",,,,,,,,,Solyc05g007830.3,Solyc05g007830.3.1,,,,
101263392,Solyc12g096100.1,Solanum lycopersicum,"protein PAM68, chloroplastic(LOC101263392)",,,,,,,,,Solyc02g086820.3,Solyc02g086820.3.1,,,,
101254454,Solyc03g005195.1,Solanum lycopersicum,"ferredoxin C 1, chloroplastic(LOC101254454)",,,,,,,,,Solyc06g083230.3,Solyc06g083230.3.1,,,,
101253123,Solyc01g066880.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 36(LOC101253123),,,,,,,,,Solyc11g011260.1,Solyc11g011260.1.1,,,,
101255303,Solyc06g053840.3,Solanum lycopersicum,auxin-responsive protein IAA4(IAA4),,,,,,,,,Solyc06g068520.3,Solyc06g068520.3.1,,,,
101245505,Solyc01g107330.3,Solanum lycopersicum,SWIB_MDM2 domain protein(LOC101245505),,,,,,,,,Solyc05g052620.3,Solyc05g052620.3.1,,,,
101245503,Solyc10g006040.1,Solanum lycopersicum,"serine acetyltransferase 1, chloroplastic(LOC101245503)",,,,,,,,,Solyc02g091920.3,Solyc02g091920.3.1,,,,
101245500,Solyc01g099260.3,Solanum lycopersicum,"chaperone protein dnaJ C76, chloroplastic(LOC101245500)",,,,,,,,,Solyc03g118410.3,Solyc03g118410.3.1,,,,
101266426,Solyc06g083680.3,Solanum lycopersicum,"photosystem I reaction center subunit IV A, chloroplastic(LOC101266426)",,,,,,,,,Solyc02g079950.3,Solyc02g079950.3.1,,,,
101244654,Solyc03g119570.2,Solanum lycopersicum,carbon catabolite repressor protein 4 homolog 5(LOC101244654),,,,,,,,,Solyc03g096460.3,Solyc03g096460.3.1,,,,
101257914,Solyc10g083340.2,Solanum lycopersicum,myb-related protein 2(LOC101257914),,,,,,,,,Solyc06g007590.3,Solyc06g007590.3.1,,,,
101249056,Solyc12g055840.2,Solanum lycopersicum,"glucan endo-1,3-beta-glucosidase 11(LOC101249056)",,,,,,,,,Solyc11g011210.2,Solyc11g011210.2.1,,,,
101250043,Solyc09g007640.3,Solanum lycopersicum,serine carboxypeptidase-like 50(LOC101250043),,,,,,,,,Solyc02g081330.3,Solyc02g081330.3.1,,,,
101254407,Solyc08g008080.1,Solanum lycopersicum,E3 ubiquitin-protein ligase RHA1B-like(LOC101254407),,,,,,,,,Solyc04g009200.3,Solyc04g009200.3.1,,,,
101255738,Solyc10g006330.3,Solanum lycopersicum,protein PLASTID MOVEMENT IMPAIRED 1(LOC101255738),,,,,,,,,Solyc07g056140.3,Solyc07g056140.3.1,,,,
101254882,Solyc12g056830.1,Solanum lycopersicum,"ATP synthase delta chain, chloroplastic(LOC101254882)",,,,,,,,,Solyc02g063150.3,Solyc02g063150.3.1,,,,
101254886,Solyc03g119960.3,Solanum lycopersicum,root phototropism protein 3-like(LOC101254886),,,,,,,,,Solyc03g034220.3,Solyc03g034220.3.1,,,,
101250048,Solyc01g080840.3,Solanum lycopersicum,"protein translocase subunit SECA1, chloroplastic(LOC101250048)",,,,,,,,,Solyc12g006140.2,Solyc12g006140.2.1,,,,
101245935,Solyc00g127670.2,Solanum lycopersicum,uncharacterized LOC101245935(LOC101245935),,,,,,,,,Solyc06g054260.1,Solyc06g054260.1.1,,,,
101265540,Solyc05g006170.3,Solanum lycopersicum,NLR family CARD domain-containing protein 3(LOC101265540),,,,,,,,,Solyc03g031860.3,Solyc03g031860.3.1,,,,
101243759,Solyc11g006640.2,Solanum lycopersicum,putative late blight resistance protein homolog R1A-3(LOC101243759),,,,,,,,,Solyc09g075360.3,Solyc09g075360.3.1,,,,
101261184,Solyc11g006590.2,Solanum lycopersicum,cytochrome P450 71AT7(CYP71AT7),,,,,,,,,Solyc07g043420.3,Solyc07g043420.3.1,,,,
101264218,Solyc05g017990.3,Solanum lycopersicum,"rRNA methyltransferase 1, mitochondrial(LOC101264218)",,,,,,,,,Solyc04g082010.1,Solyc04g082010.1.1,,,,
101263368,Solyc11g010270.2,Solanum lycopersicum,homeobox-leucine zipper protein ATHB-6(LOC101263368),,,,,,,,,Solyc07g044860.3,Solyc07g044860.3.1,,,,
101257903,Solyc10g005260.3,Solanum lycopersicum,polyadenylate-binding protein RBP45-like(LOC101257903),,,,,,,,,Solyc11g072860.2,Solyc11g072860.2.1,,,,
101255724,Solyc09g013100.3,Solanum lycopersicum,"protein TIC 56, chloroplastic(LOC101255724)",,,,,,,,,Solyc04g011390.1,Solyc04g011390.1.1,,,,
101252695,Solyc06g075663.1,Solanum lycopersicum,protein ALP1-like(LOC101252695),,,,,,,,,Solyc06g005430.1,Solyc06g005430.1.1,,,,
101252211,Solyc01g006690.3,Solanum lycopersicum,IRK-interacting protein(LOC101252211),,,,,,,,,Solyc06g075930.1,Solyc06g075930.1.1,,,,
101253549,Solyc11g006230.2,Solanum lycopersicum,GRF1-interacting factor 1(LOC101253549),,,,,,,,,Solyc06g005420.1,Solyc06g005420.1.1,,,,
101249043,Solyc11g066930.1,Solanum lycopersicum,uncharacterized LOC101249043(LOC101249043),,,,,,,,,Solyc05g054610.1,Solyc05g054610.1.1,,,,
101254872,Solyc03g007480.3,Solanum lycopersicum,myosin IB heavy chain(LOC101254872),,,,,,,,,Solyc06g075830.2,Solyc06g075830.2.1,,,,
101253541,Solyc02g020940.3,Solanum lycopersicum,"glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic-like(LOC101253541)",,,,,,,,,Solyc06g072240.1,Solyc06g072240.1.1,,,,
101251369,Solyc03g115330.2,Solanum lycopersicum,uncharacterized LOC101251369(LOC101251369),,,,,,,,,Solyc06g075960.1,Solyc06g075960.1.1,,,,
101250037,Solyc08g066420.1,Solanum lycopersicum,lachrymatory-factor synthase(LOC101250037),,,,,,,,,Solyc02g062950.3,Solyc02g062950.3.1,,,,
101265555,Solyc06g082950.3,Solanum lycopersicum,"photosystem I reaction center subunit XI, chloroplastic(LOC101265555)",,,,,,,,,Solyc12g017240.2,Solyc12g017240.2.1,,,,
101266884,Solyc10g085910.2,Solanum lycopersicum,protein SODIUM POTASSIUM ROOT DEFECTIVE 2(LOC101266884),,,,,,,,,Solyc02g067340.3,Solyc02g067340.3.1,,,,
101267739,Solyc01g065530.3,Solanum lycopersicum,COBRA-like protein 7(LOC101267739),,,,,,,,,Solyc05g007510.3,Solyc05g007510.3.1,,,,
101267732,Solyc09g010360.3,Solanum lycopersicum,WAT1-related protein At2g37460(LOC101267732),,,,,,,,,Solyc06g036260.3,Solyc06g036260.3.1,,,,
101257939,Solyc03g098460.3,Solanum lycopersicum,retinol dehydrogenase 12(FEY),,,,,,,,,Solyc11g009080.2,Solyc11g009080.2.1,,,,
101252248,Solyc02g079200.1,Solanum lycopersicum,vacuolar protein 8(LOC101252248),,,,,,,,,Solyc09g065180.3,Solyc09g065180.3.1,,,,
101256601,Solyc06g083080.3,Solanum lycopersicum,uncharacterized LOC101256601(LOC101256601),,,,,,,,,Solyc07g015860.3,Solyc07g015860.3.1,,,,
101264675,Solyc01g098990.3,Solanum lycopersicum,uncharacterized LOC101264675(LOC101264675),,,,,,,,,Solyc10g086220.2,Solyc10g086220.2.1,,,,
101245956,Solyc06g064460.3,Solanum lycopersicum,60S ribosomal protein L7a-2-like(LOC101245956),,,,,,,,,Solyc02g065400.3,Solyc02g065400.3.1,,,,
101262497,Solyc03g124030.3,Solanum lycopersicum,uncharacterized LOC101262497(LOC101262497),,,,,,,,,Solyc02g089620.3,Solyc02g089620.3.1,,,,
101266851,Solyc08g083035.1,Solanum lycopersicum,uncharacterized LOC101266851(LOC101266851),,,,,,,,,Solyc07g052980.3,Solyc07g052980.3.1,,,,
101262013,Solyc05g047550.3,Solanum lycopersicum,U-box domain-containing protein 35-like(LOC101262013),,,,,,,,,Solyc06g071030.3,Solyc06g071030.3.1,,,,
101263340,Solyc08g083140.3,Solanum lycopersicum,embryogenesis-associated protein EMB8(LOC101263340),,,,,,,,,Solyc12g009560.2,Solyc12g009560.2.1,,,,
101246808,Solyc03g097640.3,Solanum lycopersicum,mitochondrial import inner membrane translocase subunit TIM8(LOC101246808),,,,,,,,,Solyc11g069190.2,Solyc11g069190.2.1,,,,
101246807,Solyc12g055990.2,Solanum lycopersicum,abscisic acid receptor PYL9(LOC101246807),,,,,,,,,Solyc03g111050.3,Solyc03g111050.3.1,,,,
543881,Solyc11g011260.1,Solanum lycopersicum,DELLA protein GAI(GAI),,,,,,,,,Solyc02g089540.3,Solyc02g089540.3.1,,,,
101262019,Solyc06g068220.3,Solanum lycopersicum,haloalkane dehalogenase(LOC101262019),,,,,,,,,Solyc03g044470.3,Solyc03g044470.3.1,,,,
543883,Solyc06g068520.3,Solanum lycopersicum,hydroxyproline-rich systemin(LOC543883),,,,,,,,,Solyc01g106480.3,Solyc01g106480.3.1,,,,
101263349,Solyc01g088100.3,Solanum lycopersicum,zinc finger transcription factor 12(ZAT12),,,,,,,,,Solyc07g066310.3,Solyc07g066310.3.1,,,,
101261168,Solyc01g105720.2,Solanum lycopersicum,uncharacterized LOC101261168(LOC101261168),,,,,,,,,Solyc09g090870.3,Solyc09g090870.3.1,,,,
101245952,Solyc06g005070.2,Solanum lycopersicum,protein NRT1/ PTR FAMILY 3.1-like(LOC101245952),,,,,,,,,Solyc01g108630.3,Solyc01g108630.3.1,,,,
101265524,Solyc12g096020.2,Solanum lycopersicum,protein phosphatase 2C 53(LOC101265524),,,,,,,,,Solyc08g078020.1,Solyc08g078020.1.1,,,,
101244621,Solyc10g005930.2,Solanum lycopersicum,"histidine biosynthesis bifunctional protein hisIE, chloroplastic(LOC101244621)",,,,,,,,,Solyc01g056340.3,Solyc01g056340.3.1,,,,
104645686,Solyc02g091180.1,Solanum lycopersicum,uncharacterized LOC104645686(LOC104645686),,,,,,,,,Solyc02g077560.3,Solyc02g077560.3.1,,,,
104646538,Solyc03g120790.1,Solanum lycopersicum,OVATE family protein OFP8(OFP8),,,,,,,,,,,,,,
101253560,Solyc12g009250.2,Solanum lycopersicum,"20 kDa chaperonin, chloroplastic(LOC101253560)",,,,,,,,,,,,,,
101265534,Solyc04g054880.3,Solanum lycopersicum,nitrate regulatory gene2 protein(LOC101265534),,,,,,,,,,,,,,
101267713,Solyc06g054570.1,Solanum lycopersicum,monothiol glutaredoxin-S4-like(LOC101267713),,,,,,,,,,,,,,
101243766,Solyc12g011450.2,Solanum lycopersicum,"chlorophyll a-b binding protein 13, chloroplastic(CAB13)",,,,,,,,,,,,,,
101263351,Solyc01g091770.3,Solanum lycopersicum,RING-H2 finger protein ATL64(LOC101263351),,,,,,,,,,,,,,
101264680,Solyc10g024370.2,Solanum lycopersicum,phospholipase D delta-like(LOC101264680),,,,,,,,,,,,,,
101261173,Solyc10g049210.2,Solanum lycopersicum,serine carboxypeptidase-like 18(LOC101261173),,,,,,,,,,,,,,
101265538,Solyc04g082680.3,Solanum lycopersicum,"outer envelope pore protein 21B, chloroplastic(LOC101265538)",,,,,,,,,,,,,,
101245942,Solyc04g080630.3,Solanum lycopersicum,"50S ribosomal protein L31, chloroplastic(LOC101245942)",,,,,,,,,,,,,,
