From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
101254052,Solyc02g071120.3,Solanum lycopersicum,protein REDUCED WALL ACETYLATION-like(LOC101254052),Solyc02g079920.3,Solyc02g079920.3.1,,,
101257561,Solyc05g009520.1,Solanum lycopersicum,uncharacterized LOC101257561(LOC101257561),Solyc06g053310.3,Solyc06g053310.3.1,,,
101267354,Solyc01g100240.3,Solanum lycopersicum,calmodulin-binding protein 60 C(LOC101267354),Solyc07g064900.3,Solyc07g064900.3.1,,,
101248614,Solyc09g089880.3,Solanum lycopersicum,"electron transfer flavoprotein subunit beta, mitochondrial(LOC101248614)",Solyc08g068710.1,Solyc08g068710.1.1,,,
101245584,Solyc01g088560.3,Solanum lycopersicum,ras-related protein RABH1b(LOC101245584),Solyc01g110380.3,Solyc01g110380.3.1,,,
101245101,Solyc01g108360.3,Solanum lycopersicum,uncharacterized LOC101245101(LOC101245101),Solyc03g007995.1,Solyc03g007995.1.1,,,
101245101,Solyc01g108350.3,Solanum lycopersicum,uncharacterized LOC101245101(LOC101245101),Solyc12g038160.2,Solyc12g038160.2.1,,,
101247769,Solyc10g079260.2,Solanum lycopersicum,uncharacterized protein(LOC101247769),Solyc03g119370.2,Solyc03g119370.2.1,,,
101267358,Solyc10g055800.2,Solanum lycopersicum,endochitinase 4(LOC101267358),Solyc05g054380.2,Solyc05g054380.2.1,,,
101245588,Solyc01g100370.3,Solanum lycopersicum,universal stress protein A-like protein(LOC101245588),Solyc06g035710.1,Solyc06g035710.1.1,,,
101254008,Solyc07g052350.3,Solanum lycopersicum,"aconitate hydratase, cytoplasmic(LOC101254008)",Solyc06g073760.3,Solyc06g073760.3.1,,,
101266472,Solyc11g006910.2,Solanum lycopersicum,"ferredoxin, root R-B2(LOC101266472)",Solyc06g067960.3,Solyc06g067960.3.1,,,
101266471,Solyc02g090970.1,Solanum lycopersicum,mitogen-activated protein kinase kinase kinase 17-like(LOC101266471),Solyc07g049440.3,Solyc07g049440.3.1,,,
101255333,Solyc01g087620.3,Solanum lycopersicum,ubiquitin-like protein 5(LOC101255333),Solyc03g093520.3,Solyc03g093520.3.1,,,
101253155,Solyc02g062100.3,Solanum lycopersicum,"protein EARLY-RESPONSIVE TO DEHYDRATION 7, chloroplastic-like(LOC101253155)",Solyc03g118270.1,Solyc03g118270.1.1,,,
101257515,Solyc01g112050.3,Solanum lycopersicum,nitrate regulatory gene2 protein(LOC101257515),Solyc07g018010.3,Solyc07g018010.3.1,,,
101244206,Solyc07g064740.3,Solanum lycopersicum,rab3 GTPase-activating protein catalytic subunit(LOC101244206),Solyc01g090740.3,Solyc01g090740.3.1,,,
101266475,Solyc02g079920.3,Solanum lycopersicum,uncharacterized LOC101266475(LOC101266475),Solyc11g066620.2,Solyc11g066620.2.1,,,
101268651,Solyc03g026060.3,Solanum lycopersicum,E3 ubiquitin-protein ligase XBAT33(LOC101268651),Solyc12g009990.2,Solyc12g009990.2.1,,,
101252298,Solyc06g083270.3,Solanum lycopersicum,putative ER lumen protein-retaining receptor C28H8.4(LOC101252298),Solyc12g008990.2,Solyc12g008990.2.1,,,
101257981,Solyc07g043230.3,Solanum lycopersicum,zinc transporter 5-like(LOC101257981),Solyc12g042210.2,Solyc12g042210.2.1,,,
101256652,Solyc12g008360.2,Solanum lycopersicum,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A(LOC101256652),Solyc10g079890.2,Solyc10g079890.2.1,,,
101255324,Solyc08g075280.3,Solanum lycopersicum,uncharacterized LOC101255324(LOC101255324),Solyc11g069800.1,Solyc11g069800.1.1,,,
101257504,Solyc09g010230.2,Solanum lycopersicum,B3 domain-containing protein At2g36080-like(LOC101257504),Solyc12g010545.1,Solyc12g010545.1.1,,,
101265158,Solyc08g075970.3,Solanum lycopersicum,transmembrane protein 45B(LOC101265158),Solyc05g008640.1,Solyc05g008640.1.1,,,
101265157,Solyc08g079480.3,Solanum lycopersicum,uncharacterized LOC101265157(LOC101265157),Solyc07g063630.3,Solyc07g063630.3.1,,,
101268664,Solyc03g123720.3,Solanum lycopersicum,O-fucosyltransferase 36(LOC101268664),Solyc08g079420.3,Solyc08g079420.3.1,,,
544222,Solyc04g072160.3,Solanum lycopersicum,ripening regulated protein DDTFR8(DDTFR8),Solyc09g075330.3,Solyc09g075330.3.1,,,
101267335,Solyc08g076120.3,Solanum lycopersicum,protein AE7(LOC101267335),Solyc10g007030.2,Solyc10g007030.2.1,,,
101245524,Solyc12g008960.2,Solanum lycopersicum,IQ domain-containing protein IQM1(LOC101245524),Solyc01g107160.3,Solyc01g107160.3.1,,,
101266009,Solyc03g123870.3,Solanum lycopersicum,exocyst complex component EXO84B(LOC101266009),Solyc02g078540.3,Solyc02g078540.3.1,,,
101256208,Solyc08g075710.3,Solanum lycopersicum,probable polyamine transporter At1g31830(LOC101256208),Solyc05g013480.3,Solyc05g013480.3.1,,,
104646027,Solyc02g079850.3,Solanum lycopersicum,myosin-2 heavy chain(LOC104646027),Solyc05g055440.1,Solyc05g055440.1.1,,,
544204,Solyc04g078840.3,Solanum lycopersicum,ABA-response element binding factor AREB1(AREB1),Solyc06g072550.3,Solyc06g072550.3.1,,,
101250900,Solyc06g084330.3,Solanum lycopersicum,CSC1-like protein At4g02900(LOC101250900),Solyc01g100230.3,Solyc01g100230.3.1,,,
101256200,Solyc08g008170.3,Solanum lycopersicum,calcium-dependent protein kinase 1(LOC101256200),Solyc01g102290.3,Solyc01g102290.3.1,,,
101257532,Solyc02g080330.3,Solanum lycopersicum,cytochrome P450 77B11(CYP77B11),Solyc02g069610.3,Solyc02g069610.3.1,,,
101259714,Solyc12g014230.2,Solanum lycopersicum,"multiple organellar RNA editing factor 8, chloroplastic/mitochondrial(LOC101259714)",Solyc02g079150.2,Solyc02g079150.2.1,,,
101258865,Solyc06g076850.3,Solanum lycopersicum,uncharacterized LOC101258865(LOC101258865),Solyc12g005450.1,Solyc12g005450.1.1,,,
101265127,Solyc04g080680.3,Solanum lycopersicum,protein HYPER-SENSITIVITY-RELATED 4-like(LOC101265127),Solyc12g010010.2,Solyc12g010010.2.1,,,
101262099,Solyc04g016260.3,Solanum lycopersicum,"putative calcium-transporting ATPase 11, plasma membrane-type(LOC101262099)",Solyc01g065550.3,Solyc01g065550.3.1,,,
101253171,Solyc12g094450.2,Solanum lycopersicum,"enoyl-CoA hydratase 2, peroxisomal(LOC101253171)",Solyc01g111610.3,Solyc01g111610.3.1,,,
101266452,Solyc01g080410.3,Solanum lycopersicum,peptide methionine sulfoxide reductase B5(LOC101266452),Solyc10g079640.2,Solyc10g079640.2.1,,,
101249912,Solyc04g072930.1,Solanum lycopersicum,F-box protein At1g78100(LOC101249912),Solyc02g094190.3,Solyc02g094190.3.1,,,
101268630,Solyc02g094160.1,Solanum lycopersicum,ribonucleoside-diphosphate reductase small chain(LOC101268630),Solyc02g092140.1,Solyc02g092140.1.1,,,
101244691,Solyc08g067410.2,Solanum lycopersicum,3-ketoacyl-CoA synthase 11-like(LOC101244691),Solyc03g005040.1,Solyc03g005040.1.1,,,
101267791,Solyc03g119400.3,Solanum lycopersicum,uncharacterized LOC101267791(LOC101267791),Solyc04g054760.3,Solyc04g054760.3.1,,,
101255341,Solyc01g106510.2,Solanum lycopersicum,uncharacterized LOC101255341(LOC101255341),Solyc06g050800.3,Solyc06g050800.3.1,,,
101258855,Solyc04g081290.3,Solanum lycopersicum,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1(TLOG1),Solyc07g063620.3,Solyc07g063620.3.1,,,
101255347,Solyc02g093640.3,Solanum lycopersicum,very-long-chain 3-oxoacyl-CoA reductase 1(LOC101255347),Solyc09g075300.3,Solyc09g075300.3.1,,,
101266467,Solyc01g099220.3,Solanum lycopersicum,DNA polymerase zeta catalytic subunit(LOC101266467),Solyc01g096460.2,Solyc01g096460.2.1,,,
101247727,Solyc06g071160.3,Solanum lycopersicum,hydroxyproline O-galactosyltransferase GALT6(LOC101247727),Solyc10g007010.1,Solyc10g007010.1.1,,,
101254490,Solyc05g056020.3,Solanum lycopersicum,V-type proton ATPase subunit G 2(LOC101254490),Solyc01g106210.3,Solyc01g106210.3.1,,,
101255340,Solyc10g005360.3,Solanum lycopersicum,gibberellin 2-beta-dioxygenase 8(LOC101255340),Solyc06g009640.2,Solyc06g009640.2.1,,,
544201,Solyc09g011920.3,Solanum lycopersicum,putative uncoupling protein(UCP),Solyc10g055800.2,Solyc10g055800.2.1,,,
101267793,Solyc03g116100.3,Solanum lycopersicum,myb-related protein 306(LOC101267793),Solyc10g080670.2,Solyc10g080670.2.1,,,
544202,Solyc02g093050.3,Solanum lycopersicum,WRKY transcription factor IId-4(WRKYIId-4),Solyc01g006890.3,Solyc01g006890.3.1,,,
101244699,Solyc01g007070.3,Solanum lycopersicum,BEL1-like homeodomain protein 1(LOC101244699),Solyc10g085000.2,Solyc10g085000.2.1,,,
101267315,Solyc06g009640.2,Solanum lycopersicum,bZIP transcription factor 53(LOC101267315),Solyc11g017470.2,Solyc11g017470.2.1,,,
101246876,Solyc10g076480.2,Solanum lycopersicum,ammonium transporter 2(LOC101246876),Solyc06g050810.3,Solyc06g050810.3.1,,,
101247723,Solyc06g007440.3,Solanum lycopersicum,CBL-interacting serine/threonine-protein kinase 11(LOC101247723),Solyc06g072530.3,Solyc06g072530.3.1,,,
101254447,Solyc02g067900.3,Solanum lycopersicum,uncharacterized LOC101254447(LOC101254447),Solyc08g080540.3,Solyc08g080540.3.1,,,
101254448,Solyc02g065650.1,Solanum lycopersicum,E3 ubiquitin-protein ligase CIP8(LOC101254448),Solyc01g011510.3,Solyc01g011510.3.1,,,
101256625,Solyc01g067000.3,Solanum lycopersicum,protein SRC2-like(LOC101256625),Solyc06g065740.3,Solyc06g065740.3.1,,,
101250084,Solyc03g007260.3,Solanum lycopersicum,cyclic nucleotide-gated ion channel 1(LOC101250084),Solyc07g062530.3,Solyc07g062530.3.1,,,
101253593,Solyc06g005480.3,Solanum lycopersicum,uncharacterized LOC101253593(LOC101253593),Solyc03g005760.1,Solyc03g005760.1.1,,,
101258801,Solyc02g032950.3,Solanum lycopersicum,WRKY transcription factor 6(LOC101258801),Solyc03g119400.3,Solyc03g119400.3.1,,,
101254444,Solyc02g081830.3,Solanum lycopersicum,haloacid dehalogenase-like hydrolase domain-containing protein 3(LOC101254444),Solyc03g116100.3,Solyc03g116100.3.1,,,
544270,Solyc07g044980.3,Solanum lycopersicum,NIM1-like protein 2(NML2),Solyc06g071750.3,Solyc06g071750.3.1,,,
101268613,Solyc09g089630.3,Solanum lycopersicum,bet1-like SNARE 1-2(LOC101268613),Solyc08g078180.1,Solyc08g078180.1.1,,,
101254436,Solyc10g081180.2,Solanum lycopersicum,"glycine-rich RNA-binding protein 2, mitochondrial(LOC101254436)",Solyc01g080600.3,Solyc01g080600.3.1,,,
101257948,Solyc04g015020.3,Solanum lycopersicum,neurofilament heavy polypeptide(LOC101257948),Solyc10g008910.1,Solyc10g008910.1.1,,,
101252256,Solyc12g007170.2,Solanum lycopersicum,peroxisomal fatty acid beta-oxidation multifunctional protein AIM1(LOC101252256),Solyc01g073970.3,Solyc01g073970.3.1,,,
101256614,Solyc08g077440.3,Solanum lycopersicum,"lon protease homolog 2, peroxisomal(LOC101256614)",Solyc01g086820.3,Solyc01g086820.3.1,,,
101253108,Solyc08g062860.3,Solanum lycopersicum,mitochondrial carrier protein CoAc1(LOC101253108),Solyc02g077480.1,Solyc02g077480.1.1,,,
101265590,Solyc01g106000.3,Solanum lycopersicum,nicotinamidase 1(LOC101265590),Solyc02g069580.3,Solyc02g069580.3.1,,,
101253100,Solyc07g056070.2,Solanum lycopersicum,uncharacterized LOC101253100(LOC101253100),Solyc05g055400.3,Solyc05g055400.3.1,,,
101256610,Solyc08g007230.2,Solanum lycopersicum,ethylene response factor A.5(ERF-A5),Solyc06g061150.3,Solyc06g061150.3.1,,,
101245966,Solyc07g042270.3,Solanum lycopersicum,DEAD-box ATP-dependent RNA helicase 17(LOC101245966),Solyc10g009270.3,Solyc10g009270.3.1,,,
101265597,Solyc02g038750.3,Solanum lycopersicum,WD repeat-containing protein 55(LOC101265597),Solyc02g092120.3,Solyc02g092120.3.1,,,
101244636,Solyc02g077330.3,Solanum lycopersicum,GDSL-like lipase/acylhydrolase superfamily protein(LOC101244636),Solyc03g111100.1,Solyc03g111100.1.1,,,
101264267,Solyc10g075040.2,Solanum lycopersicum,probable serine/threonine-protein kinase PBL18(LOC101264267),Solyc04g014490.1,Solyc04g014490.1.1,,,
101265594,Solyc01g109720.3,Solanum lycopersicum,monoacylglycerol lipase abhd6-A(LOC101265594),Solyc04g007900.3,Solyc04g007900.3.1,,,
104646031,Solyc02g078220.1,Solanum lycopersicum,uncharacterized LOC104646031(LOC104646031),Solyc05g026540.3,Solyc05g026540.3.1,,,
101267774,Solyc03g005760.1,Solanum lycopersicum,chlorophyll a-b binding protein 1-like(LOC101267774),Solyc02g024050.3,Solyc02g024050.3.1,,,
101246812,Solyc03g116890.3,Solanum lycopersicum,probable WRKY transcription factor 40(LOC101246812),Solyc06g071890.3,Solyc06g071890.3.1,,,
101243786,Solyc05g056420.3,Solanum lycopersicum,diacylglycerol kinase 2(LOC101243786),Solyc01g096510.2,Solyc01g096510.2.1,,,
104648249,Solyc07g008103.1,Solanum lycopersicum,stellacyanin-like(LOC104648249),Solyc10g080690.2,Solyc10g080690.2.1,,,
101252288,Solyc05g046320.1,Solanum lycopersicum,auxin-responsive protein SAUR50-like(LOC101252288),Solyc08g082970.3,Solyc08g082970.3.1,,,
101245990,Solyc09g072830.3,Solanum lycopersicum,protein PHOSPHATE STARVATION RESPONSE 1-like(LOC101245990),Solyc09g065760.3,Solyc09g065760.3.1,,,
101252285,Solyc05g054965.1,Solanum lycopersicum,"multiple organellar RNA editing factor 2, chloroplastic(LOC101252285)",Solyc01g088440.2,Solyc01g088440.2.1,,,
101262056,Solyc10g008040.3,Solanum lycopersicum,seed biotin-containing protein SBP65-like(LOC101262056),Solyc10g009240.3,Solyc10g009240.3.1,,,
101263388,Solyc03g098760.2,Solanum lycopersicum,serine protease inhibitor 5-like(LOC101263388),Solyc11g010450.2,Solyc11g010450.2.1,,,
101245999,Solyc02g030480.3,Solanum lycopersicum,probable cinnamyl alcohol dehydrogenase 6(LOC101245999),Solyc03g111090.3,Solyc03g111090.3.1,,,
101244669,Solyc05g050350.2,Solanum lycopersicum,cyclic nucleotide-gated ion channel 1-like(LOC101244669),Solyc07g065930.3,Solyc07g065930.3.1,,,
101262051,Solyc01g097350.3,Solanum lycopersicum,uncharacterized LOC101262051(LOC101262051),Solyc08g023440.3,Solyc08g023440.3.1,,,
101254460,Solyc03g080050.3,Solanum lycopersicum,"stomatin-like protein 2, mitochondrial(LOC101254460)",Solyc08g078160.3,Solyc08g078160.3.1,,,
101246841,Solyc07g042230.1,Solanum lycopersicum,ethylene response factor H.9(ERF-H9),Solyc09g065890.3,Solyc09g065890.3.1,,,
101246840,Solyc07g044990.3,Solanum lycopersicum,transmembrane protein 56(LOC101246840),Solyc01g103570.3,Solyc01g103570.3.1,,,
544254,Solyc08g068770.2,Solanum lycopersicum,N-hydroxycinnamoyl-CoA:tyramine N-hydroxycinnamoyl transferase THT1-3(THT1-3),Solyc02g083460.3,Solyc02g083460.3.1,,,
544254,Solyc08g068730.1,Solanum lycopersicum,N-hydroxycinnamoyl-CoA:tyramine N-hydroxycinnamoyl transferase THT1-3(THT1-3),Solyc12g044230.2,Solyc12g044230.2.1,,,
101245514,Solyc02g092000.3,Solanum lycopersicum,probable pectin methylesterase CGR2(LOC101245514),Solyc03g118970.3,Solyc03g118970.3.1,,,
544250,Solyc02g086880.3,Solanum lycopersicum,formate dehydrogenase(fdh),Solyc04g072560.3,Solyc04g072560.3.1,,,
101266415,Solyc05g006220.3,Solanum lycopersicum,IAA-amino acid hydrolase ILR1-like 2(LOC101266415),Solyc06g076450.3,Solyc06g076450.3.1,,,
544251,Solyc08g066790.3,Solanum lycopersicum,phospholipase PLDa2(PLDa2),Solyc02g092110.3,Solyc02g092110.3.1,,,
101253129,Solyc01g091350.3,Solanum lycopersicum,ATP-dependent DNA helicase 2 subunit KU80(LOC101253129),Solyc02g089630.3,Solyc02g089630.3.1,,,
101252276,Solyc04g005860.3,Solanum lycopersicum,uncharacterized LOC101252276(LOC101252276),Solyc12g089000.2,Solyc12g089000.2.1,,,
544238,Solyc01g105560.3,Solanum lycopersicum,"GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone-4-phosphate synthase(ribA)",Solyc09g031920.1,Solyc09g031920.1.1,,,
544236,Solyc07g065980.3,Solanum lycopersicum,alkaline alpha-galactosidase seed imbibition protein(SIP),Solyc02g092870.2,Solyc02g092870.2.1,,,
101254453,Solyc11g070110.2,Solanum lycopersicum,clathrin interactor EPSIN 1(LOC101254453),Solyc04g079700.3,Solyc04g079700.3.1,,,
101253124,Solyc09g065000.3,Solanum lycopersicum,basic 7S globulin-like(LOC101253124),Solyc05g015390.3,Solyc05g015390.3.1,,,
101258810,Solyc11g007840.2,Solanum lycopersicum,uncharacterized LOC101258810(LOC101258810),Solyc07g064800.3,Solyc07g064800.3.1,,,
101255788,Solyc04g071990.3,Solanum lycopersicum,protein GIGANTEA(LOC101255788),Solyc08g068840.3,Solyc08g068840.3.1,,,
101257964,Solyc05g007220.3,Solanum lycopersicum,F-box/kelch-repeat protein At1g26930(LOC101257964),Solyc01g005560.3,Solyc01g005560.3.1,,,
101263398,Solyc03g112440.1,Solanum lycopersicum,oleosin 18.2 kDa(LOC101263398),Solyc09g089630.3,Solyc09g089630.3.1,,,
101264242,Solyc01g014480.3,Solanum lycopersicum,ETHYLENE INSENSITIVE 3-like 3 protein(LOC101264242),Solyc02g094160.1,Solyc02g094160.1.1,,,
101244652,Solyc12g096960.2,Solanum lycopersicum,pathogenesis-related protein STH-2(LOC101244652),Solyc03g026060.3,Solyc03g026060.3.1,,,
101268602,Solyc01g005560.3,Solanum lycopersicum,isocitrate dehydrogenase [NADP](LOC101268602),Solyc10g076250.2,Solyc10g076250.2.1,,,
101253556,Solyc11g071470.1,Solanum lycopersicum,agmatine hydroxycinnamoyltransferase 1-like(LOC101253556),Solyc12g097000.2,Solyc12g097000.2.1,,,
101249057,Solyc03g097470.3,Solanum lycopersicum,"3-oxoacyl-[acyl-carrier-protein] synthase 3 A, chloroplastic(LOC101249057)",Solyc12g095880.2,Solyc12g095880.2.1,,,
104644345,Solyc05g013060.3,Solanum lycopersicum,uncharacterized LOC104644345(LOC104644345),Solyc08g082920.3,Solyc08g082920.3.1,,,
104645678,Solyc02g092090.2,Solanum lycopersicum,bZIP transcription factor 2(LOC104645678),Solyc02g078480.3,Solyc02g078480.3.1,,,
101257918,Solyc02g086520.3,Solanum lycopersicum,pollen-specific leucine-rich repeat extensin-like protein 2(LOC101257918),Solyc04g005380.3,Solyc04g005380.3.1,,,
101252220,Solyc09g063060.3,Solanum lycopersicum,GDSL esterase/lipase At4g28780(LOC101252220),Solyc07g052950.3,Solyc07g052950.3.1,,,
101253551,Solyc11g008800.2,Solanum lycopersicum,type II inositol polyphosphate 5-phosphatase 15(LOC101253551),Solyc03g118720.3,Solyc03g118720.3.1,,,
101266876,Solyc01g095400.3,Solanum lycopersicum,BTB/POZ domain-containing protein POB1(LOC101266876),Solyc05g013060.3,Solyc05g013060.3.1,,,
101264213,Solyc04g080550.3,Solanum lycopersicum,isoflavone reductase homolog TP7(LOC101264213),Solyc10g086680.1,Solyc10g086680.1.1,,,
101244605,Solyc08g081730.3,Solanum lycopersicum,reticulon-like protein B4(LOC101244605),Solyc11g006750.1,Solyc11g006750.1.1,,,
101261189,Solyc11g010320.1,Solanum lycopersicum,uncharacterized LOC101261189(LOC101261189),Solyc11g017390.2,Solyc11g017390.2.1,,,
101265542,Solyc05g013410.3,Solanum lycopersicum,F-box protein At1g70590(LOC101265542),Solyc01g008300.2,Solyc01g008300.2.1,,,
101265541,Solyc05g007490.3,Solanum lycopersicum,probable methyltransferase PMT2(LOC101265541),Solyc02g036480.1,Solyc02g036480.1.1,,,
101263361,Solyc10g083600.2,Solanum lycopersicum,ribosome production factor 2 homolog(LOC101263361),Solyc02g093890.1,Solyc02g093890.1.1,,,
101266879,Solyc10g075150.2,Solanum lycopersicum,non-specific lipid-transfer protein 2(LOC101266879),Solyc02g084960.1,Solyc02g084960.1.1,,,
101265548,Solyc06g035960.3,Solanum lycopersicum,oxalate--CoA ligase(LOC101265548),Solyc02g083030.1,Solyc02g083030.1.1,,,
101267723,Solyc07g062530.3,Solanum lycopersicum,phosphoenolpyruvate carboxylase 2(ppc2),Solyc02g079180.1,Solyc02g079180.1.1,,,
101249045,Solyc11g072470.2,Solanum lycopersicum,LOB domain-containing protein 1(LOC101249045),Solyc02g077970.3,Solyc02g077970.3.1,,,
101253546,Solyc10g086710.2,Solanum lycopersicum,uncharacterized LOC101253546(LOC101253546),Solyc02g091250.1,Solyc02g091250.1.1,,,
101254878,Solyc03g058970.3,Solanum lycopersicum,probable galactinol--sucrose galactosyltransferase 2(LOC101254878),Solyc03g095700.1,Solyc03g095700.1.1,,,
104645665,Solyc02g093890.1,Solanum lycopersicum,uncharacterized LOC104645665(LOC104645665),Solyc03g120320.1,Solyc03g120320.1.1,,,
101253547,Solyc02g090310.1,Solanum lycopersicum,dof zinc finger protein DOF1.7(LOC101253547),Solyc04g054150.1,Solyc04g054150.1.1,,,
101253548,Solyc02g087950.3,Solanum lycopersicum,uncharacterized LOC101253548(LOC101253548),Solyc05g008880.1,Solyc05g008880.1.1,,,
101263370,Solyc02g080110.3,Solanum lycopersicum,uncharacterized LOC101263370(LOC101263370),Solyc05g009340.1,Solyc05g009340.1.1,,,
101250038,Solyc08g076160.3,Solanum lycopersicum,extra-large guanine nucleotide-binding protein 3(LOC101250038),Solyc06g068350.1,Solyc06g068350.1.1,,,
101251368,Solyc03g117800.3,Solanum lycopersicum,protein ECERIFERUM 3(LOC101251368),Solyc07g008140.3,Solyc07g008140.3.1,,,
101252698,Solyc07g008440.3,Solanum lycopersicum,purine permease 3-like(LOC101252698),Solyc08g007170.1,Solyc08g007170.1.1,,,
101266402,Solyc03g093510.2,Solanum lycopersicum,putative lipase YOR059C(LOC101266402),Solyc08g079140.1,Solyc08g079140.1.1,,,
101266885,Solyc02g092145.1,Solanum lycopersicum,ACT domain-containing protein ACR1(LOC101266885),Solyc09g011190.1,Solyc09g011190.1.1,,,
101265552,Solyc06g060090.3,Solanum lycopersicum,uncharacterized protein(LOC101265552),Solyc09g090190.3,Solyc09g090190.3.1,,,
101266882,Solyc10g079890.2,Solanum lycopersicum,probable calcium-binding protein CML49(LOC101266882),Solyc06g069150.1,Solyc06g069150.1.1,,,
101261196,Solyc12g005200.2,Solanum lycopersicum,"electron transfer flavoprotein subunit alpha, mitochondrial(LOC101261196)",Solyc09g090040.3,Solyc09g090040.3.1,,,
101262042,Solyc09g056385.1,Solanum lycopersicum,auxin-induced in root cultures protein 12(LOC101262042),Solyc02g081190.3,Solyc02g081190.3.1,,,
